treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
1,Endogenous,ITGA1,NM_181501.1,-114.5,409.5,-8,208,128.5,88.2,73,6.189824558880018
1,Endogenous,ITGA1,NM_181501.1,-114.5,409.5,-8,208,128.5,88.2,127,6.9886846867721655
0,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,20,4.321928094887363
0,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,20,4.321928094887363
0,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,NA,NA
0,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,20,4.321928094887363
0,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,NA,NA
1,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,20,4.321928094887363
1,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,NA,NA
1,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,28,4.807354922057604
1,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,26,4.700439718141092
1,Endogenous,IL24,NM_001185158.1,20,20,13,37,20,24,22,4.459431618637297
0,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,49,5.614709844115208
0,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,305,8.252665432450248
0,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,473,8.885696373339394
0,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,72,6.169925001442312
0,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,46,5.523561956057013
1,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,NA,NA
1,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,NA,NA
1,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,53,5.727920454563199
1,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,58,5.857980995127572
1,Endogenous,PVRIG,NM_024070.3,-335,689,45.5,65.5,189,56.3,58,5.857980995127572
0,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,252,7.977279923499917
0,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,931,9.862637357558794
0,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,854,9.73809225962049
0,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,454,8.826548487290914
0,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,396,8.62935662007961
1,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,229,7.839203788096944
1,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,NA,NA
1,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,352,8.459431618637296
1,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,269,8.071462362556623
1,Endogenous,RB1,NM_000321.2,-291,1541,45.5,641.5,577.4,317,418,8.707359132080883
0,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,170,7.409390936137702
0,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,468,8.870364719583405
0,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,600,9.228818690495881
0,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,196,7.614709844115208
0,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,244,7.930737337562887
1,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,175,7.451211111832329
1,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,NA,NA
1,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,NA,NA
1,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,196,7.614709844115208
1,Endogenous,SRP54,NM_001146282.1,-212,876,113.5,277.5,335.6,195.7,216,7.754887502163468
0,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,90,6.491853096329675
0,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,311,8.280770770130603
0,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,531,9.052568050804153
0,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,276,8.108524456778168
0,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,130,7.022367813028454
1,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,NA,NA
1,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,NA,NA
1,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,124,6.954196310386875
1,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,113,6.820178962415188
1,Endogenous,ICAM3,NM_002162.3,-141.5,582.5,81.5,165.5,267.6,123.7,134,7.066089190457772
0,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,49,5.614709844115208
0,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,116,6.857980995127572
0,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,262,8.03342300153745
0,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,252,7.977279923499917
0,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,67,6.066089190457772
1,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,44,5.459431618637297
1,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,NA,NA
1,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,72,6.169925001442312
1,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,55,5.78135971352466
1,Endogenous,CCR5,NM_000579.3,-210.5,529.5,29.5,97.5,149.2,60.2,70,6.129283016944966
0,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,25,4.643856189774724
0,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,22,4.459431618637297
0,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,151,7.2384047393250786
0,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,116,6.857980995127572
0,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,43,5.426264754702098
1,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,19,4.247927513443585
1,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,NA,NA
1,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,30,4.906890595608519
1,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,25,4.643856189774724
1,Endogenous,CTLA4,NM_001037631.2,-111.5,252.5,15,39,71.4,24.5,24,4.584962500721156
0,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,68,6.087462841250339
0,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,692,9.434628227636725
0,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,602,9.233619676759702
0,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,77,6.266786540694901
0,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,62,5.954196310386875
1,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,69,6.108524456778169
1,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,NA,NA
1,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,105,6.714245517666122
1,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,51,5.672425341971495
1,Endogenous,GLS,NM_014905.4,-733,1403,15,159,300.2,76,79,6.303780748177103
0,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,120,6.906890595608519
0,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,456,8.832890014164741
0,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,380,8.569855608330949
0,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,298,8.219168520462162
0,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,234,7.870364719583405
1,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,219,7.774787059601174
1,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,NA,NA
1,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,175,7.451211111832329
1,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,158,7.303780748177103
1,Endogenous,ITGAE,NM_002208.4,15,599,61,365,297.6,200.8,251,7.971543553950772
0,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,110,6.78135971352466
0,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,NA,NA
0,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,59,5.882643049361842
0,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,59,5.882643049361842
0,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,181,7.499845887083206
1,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,96,6.584962500721156
1,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,85,6.409390936137702
1,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,102,6.672425341971495
1,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,NA,NA
1,Endogenous,MET,NM_000245.2,-124,364,68.5,112.5,102.2,92.5,87,6.442943495848728
0,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,18,4.169925001442312
0,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,17,4.087462841250339
0,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,NA,NA
0,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,15,3.9068905956085187
0,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,NA,NA
1,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,30,4.906890595608519
1,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,22,4.459431618637297
1,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,29,4.857980995127572
1,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,27,4.754887502163468
1,Endogenous,WNT3A,NM_033131.3,10.5,22.5,11.5,39.5,16.7,24.2,13,3.700439718141092
0,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,752,9.554588851677638
0,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,2964,11.533329732305834
0,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,3311,11.693051295397
0,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,638,9.31741261376487
0,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,445,8.79766152585376
1,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,388,8.599912842187127
1,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,NA,NA
1,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,421,8.717676423066395
1,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,647,9.337621901992508
1,Endogenous,TYMP,NM_001113755.2,-2851,6453,-345.5,1698.5,1622,597,932,9.86418614465428
0,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,207,7.693486957499325
0,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,1022,9.997179480937621
0,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,714,9.479780264029099
0,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,410,8.679480099505446
0,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,392,8.614709844115207
1,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,169,7.400879436282184
1,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,897,9.80896417491926
1,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,345,8.430452551665532
1,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,328,8.357552004618084
1,Endogenous,IFI16,NM_001206567.1,-91,1197,-48.5,955.5,549,463.6,579,9.177419537989236
0,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,68,6.087462841250339
0,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,353,8.46352437327118
0,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,172,7.426264754702098
0,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,24,4.584962500721156
0,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,39,5.285402218862249
1,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,77,6.266786540694901
1,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,NA,NA
1,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,40,5.321928094887363
1,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,26,4.700439718141092
1,Endogenous,PVR,NM_001135768.2,-160.5,371.5,-15.5,132.5,131.2,48.5,51,5.672425341971495
0,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,157,7.294620748891627
0,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,209,7.7073591320808825
0,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,NA,NA
0,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,101,6.658211482751795
0,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,144,7.169925001442312
1,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,314,8.294620748891626
1,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,315,8.29920801838728
1,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,124,6.954196310386875
1,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,78,6.285402218862249
1,Endogenous,P4HA2,NM_001017973.1,46.5,306.5,-161,599,152.8,202,179,7.483815777264256
0,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,71,6.149747119504682
0,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,125,6.965784284662087
0,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,208,7.700439718141092
0,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,46,5.523561956057013
0,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,189,7.562242424221073
1,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,49,5.614709844115208
1,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,317,8.308339030139408
1,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,54,5.754887502163468
1,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,187,7.546894459887636
1,Endogenous,BRIP1,NM_032043.2,-106,366,-145.5,386.5,127.8,140.4,95,6.569855608330948
0,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,23,4.523561956057013
0,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,3720,11.861086905995395
0,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,3282,11.680359523513713
0,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,863,9.753216749178955
0,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,1100,10.103287808412022
1,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,1154,10.172427508645482
1,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,NA,NA
1,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,182,7.507794640198696
1,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,754,9.558420713268664
1,Endogenous,ESR1,NM_000125.2,-2765.5,6910.5,-103.5,1908.5,1797.6,685.2,651,9.346513733165635
0,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,120,6.906890595608519
0,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,711,9.473705749619416
0,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,729,9.509775004326936
0,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,226,7.820178962415188
0,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,220,7.78135971352466
1,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,129,7.011227255423254
1,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,NA,NA
1,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,234,7.870364719583405
1,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,228,7.832890014164741
1,Endogenous,DAB2,NM_001244871.1,-516.5,1447.5,81,473,401.2,229.2,326,8.348728154231077
0,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,111,6.794415866350106
0,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,NA,NA
0,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,589,9.20212382383046
0,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,241,7.912889336229962
0,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,291,8.184875342908283
1,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,719,9.489847960439297
1,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,740,9.531381460516313
1,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,164,7.357552004618084
1,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,486,8.92481250360578
1,Endogenous,DUSP1,NM_004417.3,-281,1111,-508.5,1455.5,308,467.4,228,7.832890014164741
0,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,30,4.906890595608519
0,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,93,6.539158811108031
0,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,123,6.94251450533924
0,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,76,6.247927513443585
0,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,31,4.954196310386875
1,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,31,4.954196310386875
1,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,NA,NA
1,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,35,5.129283016944966
1,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,30,4.906890595608519
1,Endogenous,CD8B,NM_172213.2,-62,186,2.5,78.5,70.6,36.5,50,5.643856189774724
0,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,29,4.857980995127572
0,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,47,5.554588851677638
0,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,NA,NA
0,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,33,5.044394119358453
0,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,32,5
1,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,33,5.044394119358453
1,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,35,5.129283016944966
1,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,28,4.807354922057604
1,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,49,5.614709844115208
1,Endogenous,ACVR1C,NM_145259.2,9.5,69.5,9,73,35.2,41,60,5.906890595608519
0,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,25,4.643856189774724
0,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,42,5.392317422778761
0,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,90,6.491853096329675
0,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,61,5.930737337562887
0,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,37,5.20945336562895
1,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,26,4.700439718141092
1,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,30,4.906890595608519
1,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,38,5.247927513443585
1,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,50,5.643856189774724
1,Endogenous,IL15,NM_000585.4,1,97,13,53,51,34.4,28,4.807354922057604
0,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,19,4.247927513443585
0,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,22,4.459431618637297
0,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,15,3.9068905956085187
0,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,28,4.807354922057604
0,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,24,4.584962500721156
1,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,21,4.392317422778761
1,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,NA,NA
1,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,NA,NA
1,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,21,4.392317422778761
1,Endogenous,KIR3DL1,NM_001322168.1,11.5,31.5,13.5,25.5,21.6,20,18,4.169925001442312
0,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,3142,11.617467465294196
0,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,7733,12.916812497709833
0,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,6465,12.658434654697617
0,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,1355,10.404077136241234
0,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,4475,12.127671967038982
1,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,758,9.566054038171092
1,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,NA,NA
1,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,276,8.108524456778168
1,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,3140,11.61654884377899
1,Endogenous,CDH1,NM_004360.3,-1842.5,11449.5,-3415,7713,4634,1928.5,3540,11.78953364497036
0,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,267,8.060695931687555
0,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,2566,11.325305455089682
0,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,1539,10.58777751632821
0,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,267,8.060695931687555
0,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,449,8.810571634741146
1,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,152,7.247927513443585
1,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,NA,NA
1,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,343,8.422064766172813
1,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,65,6.022367813028454
1,Endogenous,HES1,NM_005524.2,-1641,3447,-226,782,1017.6,241,404,8.658211482751796
0,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,18,4.169925001442312
0,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,20,4.321928094887363
0,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,24,4.584962500721156
0,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,25,4.643856189774724
0,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,NA,NA
1,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,28,4.807354922057604
1,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,20,4.321928094887363
1,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,17,4.087462841250339
1,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,26,4.700439718141092
1,Endogenous,IHH,NM_002181.2,12.5,32.5,3.5,39.5,21.8,21.4,16,4
0,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,24,4.584962500721156
0,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,110,6.78135971352466
0,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,181,7.499845887083206
0,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,52,5.700439718141092
0,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,103,6.6865005271832185
