treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
1,Endogenous,TAF3,NM_031923.3,-18,102,11.5,39.5,34.8,21.5,22,4.459431618637297
1,Endogenous,TAF3,NM_031923.3,-18,102,11.5,39.5,34.8,21.5,29,4.857980995127572
0,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,939,9.874981347653774
0,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,1844,10.848622940429339
0,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,2301,11.16804526822409
0,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,346,8.434628227636725
0,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,562,9.134426320220927
1,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,482,8.912889336229961
1,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,NA,NA
1,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,522,9.027905996569885
1,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,334,8.383704292474052
1,Endogenous,CD276,NM_001024736.1,-1361,3767,-151,1537,1198.4,560.5,904,9.820178962415188
0,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,70,6.129283016944966
0,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,247,7.948367231584678
0,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,304,8.247927513443585
0,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,98,6.614709844115208
0,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,80,6.321928094887363
1,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,NA,NA
1,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,NA,NA
1,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,68,6.087462841250339
1,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,92,6.523561956057013
1,Endogenous,ICAM1,NM_000201.2,-170.5,497.5,32,128,159.8,84,92,6.523561956057013
0,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,52,5.700439718141092
0,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,610,9.252665432450248
0,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,899,9.812177305514448
0,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,287,8.164906926675688
0,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,312,8.285402218862249
1,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,67,6.066089190457772
1,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,NA,NA
1,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,206,7.6865005271832185
1,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,149,7.219168520462161
1,Endogenous,IL16,NM_004513.4,-197.5,1094.5,63.5,291.5,432,156.5,204,7.672425341971495
0,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,17,4.087462841250339
0,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,NA,NA
0,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,17,4.087462841250339
0,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,NA,NA
0,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,16,4
1,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,10,3.321928094887362
1,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,31,4.954196310386875
1,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,24,4.584962500721156
1,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,17,4.087462841250339
1,Endogenous,CXCL3,NM_002090.2,14.5,18.5,6.5,34.5,16.7,21,23,4.523561956057013
0,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,48,5.584962500721156
0,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,NA,NA
0,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,189,7.562242424221073
0,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,40,5.321928094887363
0,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,99,6.6293566200796095
1,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,36,5.169925001442312
1,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,NA,NA
1,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,53,5.727920454563199
1,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,33,5.044394119358453
1,Endogenous,PRR5,NM_015366.3,-163.5,400.5,-10.5,113.5,94,47.2,67,6.066089190457772
0,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,13,3.700439718141092
0,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,72,6.169925001442312
0,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,116,6.857980995127572
0,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,16,4
0,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,28,4.807354922057604
1,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,14,3.807354922057604
1,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,NA,NA
1,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,20,4.321928094887363
1,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,23,4.523561956057013
1,Endogenous,CTSW,NM_001335.3,-68,156,14,30,49,20.2,24,4.584962500721156
0,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,298,8.219168520462162
0,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,281,8.134426320220927
0,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,NA,NA
0,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,472,8.88264304936184
0,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,299,8.224001674198105
1,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,147,7.199672344836364
1,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,NA,NA
1,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,391,8.611024797307353
1,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,433,8.758223214726724
1,Endogenous,CXCR4,NM_001008540.1,37,733,-24.5,1083.5,337.5,409.8,668,9.383704292474052
0,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,483,8.915879378835774
0,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,2115,11.046441948007311
0,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,2727,11.413098984915264
0,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,700,9.451211111832329
0,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,554,9.113742166049189
1,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,326,8.348728154231077
1,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,NA,NA
1,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,545,9.090112419664289
1,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,738,9.527477006060396
1,Endogenous,IFNGR2,NM_005534.3,-1787.5,4456.5,255.5,1027.5,1315.8,550.8,594,9.214319120800766
0,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,725,9.501837184902296
0,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,3245,11.6640027628865
0,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,3999,11.965423565810129
0,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,1167,10.188588845707349
0,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,1440,10.491853096329674
1,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,735,9.521600439723727
1,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,NA,NA
1,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,1976,10.948367231584678
1,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,1515,10.565102078360313
1,Endogenous,CDH11,NM_001797.2,-1950,6362,-136.5,4267.5,2115.2,1710.5,2616,11.353146825498083
0,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,1878,10.874981347653774
0,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,4334,12.081483438093674
0,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,NA,NA
0,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,1809,10.82097669262124
0,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,2091,11.029977346589579
1,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,1155,10.17367713630342
1,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,NA,NA
1,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,3523,11.782588759494963
1,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,2069,11.014717929860009
1,Endogenous,COL6A3,NM_004369.3,-1806,8018,-3833.5,11906.5,2528,3187.8,6004,12.55170826162069
0,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,17,4.087462841250339
0,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,78,6.285402218862249
0,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,NA,NA
0,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,149,7.219168520462161
0,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,80,6.321928094887363
1,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,12,3.584962500721156
1,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,NA,NA
1,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,45,5.491853096329675
1,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,53,5.727920454563199
1,Endogenous,GZMK,NM_002104.2,-28.5,255.5,3,115,81,45.8,73,6.189824558880018
0,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,165,7.366322214245816
0,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,777,9.60177078840771
0,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,892,9.800899899920305
0,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,287,8.164906926675688
0,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,222,7.794415866350106
1,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,184,7.523561956057013
1,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,NA,NA
1,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,202,7.658211482751795
1,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,175,7.451211111832329
1,Endogenous,IRF2,NM_002199.3,-610.5,1609.5,107.5,311.5,468.6,199,235,7.876516946564999
0,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,2589,11.338179249900112
0,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,26951,14.718051183817598
0,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,20207,14.302567529748647
0,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,4053,11.984774460046841
0,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,5099,12.315998622628559
1,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,4987,12.283956487665113
1,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,NA,NA
1,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,3808,11.894817763307943
1,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,4854,12.244958393151133
1,Endogenous,RPL7A,NM_000972.2,-20178,44438,3024.5,6164.5,11779.8,4462.8,4202,12.036860446673046
0,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,198,7.6293566200796095
0,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,1414,10.4655664048094
0,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,NA,NA
0,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,1002,9.968666793195208
0,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,790,9.625708843064466
1,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,678,9.405141463136344
1,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,1819,10.828929827651486
1,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,629,9.296916206879288
1,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,1826,10.834471049984222
1,Endogenous,GPR160,NM_014373.1,-146,2350,-1156,3604,851,1099.6,546,9.092757140919852
0,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,52,5.700439718141092
0,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,626,9.290018846932618
0,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,438,8.774787059601174
0,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,36,5.169925001442312
0,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,82,6.357552004618084
1,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,41,5.357552004618084
1,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,NA,NA
1,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,167,7.383704292474052
1,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,81,6.339850002884624
1,Endogenous,MICA,NM_000247.1,-527,1017,-48,296,246.8,94,87,6.442943495848728
0,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,88,6.459431618637297
0,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,735,9.521600439723727
0,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,514,9.005624549193879
0,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,127,6.9886846867721655
0,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,174,7.442943495848728
1,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,132,7.044394119358453
1,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,NA,NA
1,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,93,6.539158811108031
1,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,114,6.832890014164741
1,Endogenous,TAPBPL,NM_018009.4,-453.5,1094.5,87,159,327.6,115.2,122,6.930737337562887
0,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,167,7.383704292474052
0,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,7977,12.961630562578824
0,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,4406,12.105253779700883
0,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,582,9.184875342908283
0,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,1686,10.719388820942083
1,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,NA,NA
1,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,783,9.612868497291041
1,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,675,9.398743691938193
1,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,414,8.693486957499326
1,Endogenous,CXCL14,NM_004887.4,-5154,10142,358,1038,2963.6,621.2,613,9.259743263690781
0,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,88,6.459431618637297
0,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,627,9.29232163280204
0,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,381,8.573647187493322
0,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,114,6.832890014164741
0,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,111,6.794415866350106
1,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,213,7.734709620225838
1,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,NA,NA
1,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,88,6.459431618637297
1,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,74,6.20945336562895
1,Endogenous,CD14,NM_001174105.1,-294,786,-99.5,400.5,264.2,132,153,7.257387842692652
0,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,65,6.022367813028454
0,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,81,6.339850002884624
0,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,294,8.199672344836364
0,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,297,8.214319120800766
0,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,96,6.584962500721156
1,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,NA,NA
1,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,170,7.409390936137702
1,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,127,6.9886846867721655
1,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,154,7.266786540694901
1,Endogenous,IL18,NM_001243211.1,-238.5,613.5,81.5,197.5,166.6,144,125,6.965784284662087
0,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,24,4.584962500721156
0,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,NA,NA
0,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,197,7.6220518194563764
0,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,96,6.584962500721156
0,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,157,7.294620748891627
1,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,95,6.569855608330948
1,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,NA,NA
1,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,47,5.554588851677638
1,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,118,6.882643049361842
1,Endogenous,CLEC14A,NM_175060.1,-55.5,348.5,29,205,118.5,99.8,139,7.118941072723508
0,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,102,6.672425341971495
0,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,NA,NA
0,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,225,7.813781191217037
0,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,121,6.918863237274595
0,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,177,7.467605550082998
1,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,140,7.129283016944966
1,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,NA,NA
1,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,127,6.9886846867721655
1,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,52,5.700439718141092
1,Endogenous,HMGB1,NM_002128.5,-35,381,40,200,156.2,104.8,100,6.643856189774724
0,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,64,6
0,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,42,5.392317422778761
0,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,61,5.930737337562887
0,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,19,4.247927513443585
0,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,31,4.954196310386875
1,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,23,4.523561956057013
1,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,NA,NA
1,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,17,4.087462841250339
1,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,22,4.459431618637297
1,Endogenous,KIF2C,NM_006845.2,-14,106,13,37,43.4,22.5,28,4.807354922057604
0,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,35,5.129283016944966
0,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,285,8.154818109052105
0,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,230,7.845490050944375
0,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,38,5.247927513443585
0,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,50,5.643856189774724
1,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,69,6.108524456778169
1,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,NA,NA
1,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,41,5.357552004618084
1,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,55,5.78135971352466
1,Endogenous,RNLS,NM_001031709.2,-250,518,34,90,127.6,55.5,57,5.832890014164741
0,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,126,6.977279923499917
0,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,564,9.139551352398794
0,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,484,8.918863237274595
0,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,63,5.977279923499917
0,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,143,7.159871336778389
1,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,99,6.6293566200796095
1,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,NA,NA
1,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,109,6.768184324776926
1,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,NA,NA
1,Endogenous,RPTOR,NM_001163034.1,-411,1021,79.5,131.5,276,106.7,112,6.807354922057604
0,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,109,6.768184324776926
0,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,471,8.879583249612784
0,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,NA,NA
0,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,235,7.876516946564999
0,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,232,7.857980995127572
1,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,66,6.044394119358453
1,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,NA,NA
1,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,152,7.247927513443585
1,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,180,7.491853096329675
1,Endogenous,CD68,NM_001251.2,-126.5,829.5,15.5,379.5,261.8,160.2,243,7.924812503605781
0,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,9,3.169925001442312
0,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,NA,NA
0,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,14,3.807354922057604
0,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,8,3
0,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,11,3.4594316186372973
1,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,16,4
1,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,21,4.392317422778761
1,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,7,2.807354922057604
1,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,12,3.584962500721156
1,Endogenous,CCL13,NM_005408.2,1.5,21.5,6,22,10.5,14.4,16,4
0,Endogenous,CYBB,NM_000397.3,-1179,3021,194,642,1014,375,169,7.400879436282184
0,Endogenous,CYBB,NM_000397.3,-1179,3021,194,642,1014,375,1446,10.497851836951117
